Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.6Months,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland
114.7,96.73200000000001,2,271.1836,13,1,34,11,2,1,14.070063629100803,0,0,0,0,0,1,0,0,0,0,0
3.73,1025.1984,2,435072.4121,44,0,75,13,9,1,34.825230184426196,0,0,0,0,0,0,0,0,0,0,1
94.3,6551.34,1,1875860.98,507,0,36,14,5,1,50.0595510701986,0,0,0,0,0,0,1,0,0,0,0
61.5,2858.64,20,86713.3955,5,0,71,13,3,1,36.0697689304761,0,0,0,0,1,0,0,0,0,0,0
24.7,6658.08,74,2030722.2859999998,687,1,32,10,3,1,12.2198396195646,0,0,0,0,0,0,0,0,0,0,1
35.77,7034.0472,24,32489.2959,166,0,27,9,1,1,33.7856839280835,0,0,0,0,0,0,0,0,0,0,1
3.73,1172.232,0,1015036.084,13,1,27,10,6,2,46.83406923950171,0,0,0,0,0,0,1,0,0,0,0
87.17,5988.54,12,1581541.407,554,0,22,11,1,1,28.2870052973476,0,0,0,0,0,1,0,0,0,0,0
25.63,2786.16,4,5232139.294,38,0,68,12,6,1,22.176756170879603,0,0,0,0,0,0,0,0,0,1,0
14.43,6332.795999999999,0,233628.2148,317,0,46,14,4,2,30.828592804741696,0,0,0,0,0,0,0,0,0,0,0
4.77,5843.7984,22,920871.0674,421,0,20,11,3,1,45.1738322628139,0,1,0,0,0,0,0,0,0,0,0
7.5,5980.14,12,79458.5771,240,0,72,10,1,2,27.763228183007897,0,1,0,0,0,0,0,0,0,0,0
5.8,394.62,11,22041.8564,16,1,28,12,1,1,-21.461781482518397,0,0,1,0,0,0,0,0,0,0,0
11.23,5301.3432,59,1794729.6940000001,122,1,74,9,2,1,41.450531541443894,0,0,0,0,0,0,0,0,0,0,1
43.57,851.028,0,882.1299,24,1,51,12,4,1,13.9326251859873,0,0,0,0,1,0,0,0,0,0,0
7.17,6495.3,6,3181991.8589999997,813,0,30,12,5,1,1.02884766125299,0,0,0,0,0,0,0,1,0,0,0
6.57,387.048,24,334.6318,4,1,88,13,2,1,-6.1787551549501805,0,0,1,0,0,0,0,0,0,0,0
95.2,397.392,15,502.3643,24,1,64,12,4,1,10.693000499353198,0,0,1,0,0,0,0,0,0,0,0
106.27,6722.9472,21,363669.5761,934,1,26,11,4,1,16.232767897372,0,0,0,0,0,1,0,0,0,0,0
-221.0,3776.58,1,6246910.872,72,1,65,10,3,2,3.02388604332281,0,0,0,0,0,0,0,0,1,0,0
47.93,6807.276,28,5869747.645,51,0,56,10,6,1,34.328765844300605,0,0,0,0,0,0,0,0,0,0,1
3.47,480.72,0,1667697.5369999998,11,1,52,10,2,3,19.7321167600025,0,0,0,0,0,0,1,0,0,0,0
46.27,4682.8608,77,13467.8398,76,1,73,9,6,1,27.445768452554997,0,0,1,0,0,0,0,0,0,0,0
21.03,2195.6448,132,3084.3545,33,0,53,15,9,1,-9.690033433047132,0,0,1,0,0,0,0,0,0,0,0
94.93,5521.26,7,2835940.224,531,0,61,14,6,1,49.060191841339105,0,0,0,0,0,0,1,0,0,0,0
3.63,361.908,18,21729.6387,3,1,60,13,5,1,39.6753983531191,0,0,0,0,0,0,1,0,0,0,0
44.5,7032.936,1,1446.125,207,0,18,12,3,1,34.858469779832696,0,0,1,0,0,0,0,0,0,0,0
45.37,1225.8768,28,1.1426,36,1,44,12,5,1,14.381941807112998,0,0,0,0,0,0,0,0,0,0,1
62.4,6928.812,12,27260.4551,539,0,61,10,3,1,13.126587576543901,0,0,0,0,0,0,0,1,0,0,0
79.37,206.46,7,546.4785,12,1,82,13,9,1,40.6021680146641,0,0,0,1,0,0,0,0,0,0,0
82.13,533.8919999999999,27,2.8633,4,1,68,11,2,1,41.373389606329106,0,0,0,0,0,0,0,0,0,0,1
76.93,2891.4,0,620515.1875,3,0,32,14,3,1,36.808982327890504,0,0,1,0,0,0,0,0,0,0,0
178.3,7281.3024,9,151202.7188,379,0,21,14,3,1,5.10918644799963,0,0,0,0,0,0,0,0,0,0,1
73.13,5196.1128,82,64.7021,345,0,41,13,5,1,4.8012039933127495,0,0,0,0,1,0,0,0,0,0,0
3.5,452.4,10,2401224.12,22,1,19,10,5,2,8.943399825933321,0,0,0,0,0,0,0,0,0,0,1
27.63,4669.3584,9,392048.3506,12,0,32,13,6,2,32.48103039036,0,0,1,0,0,0,0,0,0,0,0
25.67,3300.4320000000002,8,52776.748,182,0,49,11,3,1,13.1144560432244,0,0,0,0,0,0,0,1,0,0,0
63.8,9556.32,23,11.6113,375,1,52,10,4,1,9.330464549993481,0,0,0,0,0,0,1,0,0,0,0
3.9,298.02,0,6941.0615,1,0,65,13,4,1,49.244972487744505,0,0,0,0,1,0,0,0,0,0,0
3.97,454.416,0,355209.9775,5,1,29,9,1,2,0.158352656235056,0,0,1,0,0,0,0,0,0,0,0
84.63,3035.28,9,3.6846,1156,0,70,13,2,1,13.8909930302812,0,0,0,0,0,0,0,1,0,0,0
41.07,871.98,0,2051331.76,4,1,36,12,6,1,11.336189440713401,0,0,0,0,0,0,0,0,1,0,0
53.93,6666.48,14,1403.2412,290,0,29,11,3,1,15.673829454503,0,0,0,0,0,0,0,0,0,0,1
12.83,4535.724,0,8305154.895,5,0,68,11,3,1,23.706698497807103,0,0,0,1,0,0,0,0,0,0,0
54.27,981.324,20,11338.4248,24,1,65,10,5,1,6.446288326615959,0,0,0,0,0,0,0,1,0,0,0
126.8,1383.18,12,312.6758,41,0,69,11,7,2,40.585654870647296,0,0,0,0,0,0,0,0,1,0,0
4.77,4331.628,48,0.8584,225,0,20,11,5,1,44.701244193391396,1,0,0,0,0,0,0,0,0,0,0
67.6,4539.3048,22,75684.2656,191,1,48,13,2,5,22.8735452953577,0,0,1,0,0,0,0,0,0,0,0
45.47,1352.7528,20,27652.7637,27,1,32,12,4,1,21.8607785258455,0,0,0,0,0,0,0,0,0,0,1
130.67,23467.8,54,29129.9268,1807,0,87,14,4,2,30.7551627526917,0,0,0,0,0,0,1,0,0,0,0
120.47,5930.831999999999,13,1586000.986,54,1,58,12,5,7,-0.590973498131699,0,0,0,0,0,0,0,0,0,0,1
38.63,1680.756,2,13.1885,28,0,28,10,4,1,25.306268122642997,0,0,0,0,0,0,0,1,0,0,0
109.13,6111.048000000001,147,6639.9375,141,1,29,8,7,2,25.5505663209696,0,0,1,0,0,0,0,0,0,0,0
72.03,5533.7904,9,6862866.961,260,1,83,15,12,1,15.844652450404698,0,0,0,0,0,0,1,0,0,0,0
4.97,5467.7904,135,13956.0303,226,0,45,13,12,1,28.602910084268302,0,0,0,0,0,0,0,0,0,0,1
159.73,5779.98,2,1268950.8909999998,571,0,71,12,3,1,47.1574106949125,0,1,0,0,0,0,0,0,0,0,0
4.33,5029.608,6,12358480.18,304,0,62,15,1,4,42.956645374277,0,0,0,0,0,0,0,0,0,0,0
31.47,17641.08,169,143.9502,708,1,67,12,3,3,-0.451192340275902,0,0,0,0,0,0,1,0,0,0,0
19.6,195.144,12,1018.0488,4,1,36,15,1,2,8.098389930416431,0,0,0,0,0,0,1,0,0,0,0
43.87,766.74,43,669.8418,9,1,62,13,4,1,18.3574949904603,0,0,0,0,0,0,0,0,1,0,0
69.57,4270.5624,33,221.0459,112,1,73,13,3,1,11.018146749836399,0,0,0,0,0,0,0,0,0,0,1
41.3,4117.788,23,1322.0596,75,0,25,11,7,1,12.9506320469103,0,0,1,0,0,0,0,0,0,0,0
6.6,423.168,27,222280.8135,37,1,21,12,4,1,-6.94788292805024,0,0,0,0,0,0,0,0,0,0,0
79.73,19020.84,5,8041.1484,353,1,72,12,1,1,12.3869699971278,0,0,0,1,0,0,0,0,0,0,0
51.03,5667.4872,86,201623.1035,252,1,59,13,6,9,17.4244530051769,0,0,0,0,0,0,0,0,0,0,1
11.53,598.56,18,120.5049,28,1,33,14,6,2,29.732276834225804,0,0,0,0,0,0,0,0,1,0,0
68.47,4147.26,0,306773.4971,317,0,82,13,5,2,-8.336186591404099,0,0,0,0,0,0,0,0,0,0,1
10.13,4605.84,27,896054.166,279,1,63,13,4,1,41.727154637445395,0,0,0,0,0,1,0,0,0,0,0
50.17,1306.5,14,357537.4287,3,1,49,15,5,1,40.648422734555105,0,0,0,0,0,0,0,0,1,0,0
84.7,8239.92,44,1696497.013,427,1,44,8,4,1,-6.76389978109992,0,0,0,0,0,0,0,0,0,0,1
103.23,6913.98,16,124973.1816,510,0,32,10,2,11,40.077209263019,0,0,0,0,1,0,0,0,0,0,0
71.57,6632.58,0,265478.4893,332,0,67,11,3,1,9.59253778340027,0,0,0,0,0,0,1,0,0,0,0
124.8,6160.7880000000005,2,355.0362,1253,0,46,15,4,3,62.01690662334251,0,0,0,0,0,0,0,0,1,0,0
5.37,6655.188,23,978.1816,385,1,47,13,5,1,36.2780346165909,0,0,0,0,1,0,0,0,0,0,0
90.43,35876.472,48,83449734.18,1127,0,31,16,7,2,53.36224978958901,0,0,0,0,0,0,0,0,0,1,0
96.6,5891.1,0,43002.6015,87,0,56,15,3,2,14.871069318764,0,0,0,0,0,0,0,0,0,0,1
19.03,4168.752,5,43008956.74,17,0,50,12,2,1,29.9500452808996,0,0,0,0,1,0,0,0,0,0,0
124.6,1022.64,0,8602.2959,17,0,29,16,3,1,31.9852802568977,0,0,0,0,1,0,0,0,0,0,0
19.67,260.052,30,139.3408,3,1,96,14,2,2,25.1941371086755,0,0,0,0,0,0,0,0,0,0,1
11.43,4951.356,26,965185.4366,45,1,44,15,12,1,44.3168459000848,0,0,1,0,0,0,0,0,0,0,0
39.87,34000.9248,0,3235063.165,659,1,71,12,4,1,24.2904696887977,0,0,0,0,0,0,0,0,0,0,1
123.7,7422.9,20,194094.8203,128,1,72,12,3,1,12.548293229003198,0,0,0,0,0,0,1,0,0,0,0
18.47,364.26,29,3391.0479,2,1,29,8,2,1,29.1106760763911,1,0,0,0,0,0,0,0,0,0,0
47.0,6896.8824,25,1442.4326,339,1,23,10,2,2,2.7695030685099704,0,0,0,0,0,0,0,0,0,0,1
3.8,1636.02,58,24673.2725,60,0,68,10,3,2,51.1437790620259,0,0,0,0,0,1,0,0,0,0,0
77.2,2559.768,0,287544.4825,36,0,18,7,6,3,-9.23830961500156,0,0,0,0,0,0,0,0,0,0,1
74.7,2575.5,23,26957.125,36,0,64,11,1,4,28.5109052394782,0,0,0,0,1,0,0,0,0,0,0
26.83,1322.7,8,179821.1963,42,0,28,11,5,2,-4.87944853796163,0,0,0,0,0,1,0,0,0,0,0
6.3,3899.16,11,64.0,281,1,36,15,5,1,34.8714810659706,0,0,0,0,0,0,0,0,0,0,1
70.53,7126.4376,18,25908963.2,102,0,51,9,7,2,54.136482140401604,0,1,0,0,0,0,0,0,0,0,0
134.9,1266.504,33,3122.2002,265,1,70,13,3,1,29.9688352523272,0,0,0,0,0,0,0,0,0,0,1
122.37,2861.82,19,466197.4561,21,0,36,12,5,1,45.6093014705686,0,0,0,0,0,0,0,0,0,0,1
88.9,3896.748,26,1767.665,400,0,92,14,6,1,7.73967696681531,0,0,0,0,1,0,0,0,0,0,0
14.87,120.18,7,29.0898,5,1,61,10,2,1,20.492166935967198,0,0,0,0,0,0,0,0,1,0,0
7.03,17046.96,36,1032632.521,714,1,42,9,6,3,11.392537107254501,1,0,0,0,0,0,0,0,0,0,0
128.33,3902.5848,14,19.5117,122,1,42,12,5,1,34.1293540872283,0,0,0,0,0,0,0,0,1,0,0
125.4,1904.172,1,800.7617,53,0,53,11,6,1,33.018270156056296,0,0,0,0,0,0,0,0,0,0,0
5.27,6986.2032,27,14264167.72,139,0,36,12,5,3,42.761378230268704,0,0,1,0,0,0,0,0,0,0,0
7.93,4245.8112,22,85675.5967,75,1,68,12,6,1,11.731318421199699,0,0,1,0,0,0,0,0,0,0,0
33.43,3263.6784,4,21058.7041,122,0,36,11,5,1,5.22908576593701,1,0,0,0,0,0,0,0,0,0,0
49.97,598.68,0,105437.74900000001,8,1,24,13,6,1,33.8412435750252,0,0,0,0,0,0,1,0,0,0,0
30.13,1990.5479999999998,1,545301.8906,4,0,35,11,1,1,41.2414078443438,0,0,0,0,0,0,0,0,0,0,1
40.07,2454.6479999999997,123,1549688.659,173,0,62,14,3,3,14.268913014361699,0,0,0,0,0,0,0,0,0,1,0
69.1,8424.8976,174,2531.7246,389,1,26,11,8,1,39.93086477189279,0,0,0,0,0,0,1,0,0,0,0
42.2,4916.964,52,105176.2051,273,1,34,11,7,1,18.6654340067648,0,0,0,0,0,1,0,0,0,0,0
109.93,6755.46,167,39512.8291,255,0,51,11,4,2,20.839264050014698,0,0,0,0,0,0,0,1,0,0,0
33.1,2487.732,5,12065888.21,63,0,61,12,4,2,32.8896682405311,1,0,0,0,0,0,0,0,0,0,0
44.77,290.0976,0,4568.6416,5,0,21,12,7,1,52.5711417866735,0,0,1,0,0,0,0,0,0,0,0
82.37,10662.54,6,385583.7412,1090,1,49,8,2,1,35.5128941550087,0,0,0,0,0,1,0,0,0,0,0
27.13,2565.36,16,12.8691,107,0,58,13,12,3,27.8139610821105,0,0,0,0,0,0,0,0,0,0,1
46.1,3019.9104,24,955695.5263,53,0,48,12,5,1,49.7275256201715,0,0,0,0,0,1,0,0,0,0,0
3.67,847.1328,40,1212.2646,22,1,55,13,4,1,37.95586262709379,0,0,0,0,0,0,0,0,1,0,0
137.7,6780.18,12,1759968.18,1002,0,55,10,12,1,27.7255533171963,0,0,0,0,0,0,0,1,0,0,0
6.8,977.6064,10,581798.6514,9,0,62,14,1,1,32.084228227589,0,0,0,0,0,0,1,0,0,0,0
22.27,28319.28,2,824864.7744,1578,1,66,16,3,10,-18.1716417382466,0,0,0,0,0,0,0,0,1,0,0
19.83,5037.4344,74,229.4463,102,0,67,9,12,1,24.8247066464758,0,0,0,0,1,0,0,0,0,0,0
32.0,750.9,2,12096.7159,22,0,62,11,4,1,25.120067013142,0,0,0,0,0,0,0,0,1,0,0
60.43,8465.208,14,4691.7998,244,1,73,13,3,1,40.403972977617,0,0,0,0,0,0,0,0,0,0,1
7.47,1003.692,16,163534.6055,12,1,53,13,5,1,24.94772386671,0,0,0,0,0,0,0,0,0,1,0
37.3,18744.4296,4,26.1445,787,1,52,11,7,3,35.1868539438271,0,0,0,0,0,0,0,0,0,0,1
14.7,612.096,0,3741303.0689999997,2,1,22,14,2,1,25.582276223139896,0,0,0,0,0,0,0,0,1,0,0
120.77,527.724,22,182.4531,190,1,69,11,7,1,33.723049324927004,0,0,0,0,0,0,0,0,1,0,0
140.97,3065.8248,9,1710288.004,687,0,96,11,5,5,39.3337545456332,0,0,1,0,0,0,0,0,0,0,0
41.43,7537.5,219,16262.5264,84,1,27,12,5,3,28.3724440668696,0,0,0,0,0,0,0,0,0,0,0
120.7,1153.14,47,2185.9815,375,1,41,14,3,1,17.477743452089,0,0,1,0,0,0,0,0,0,0,0
36.4,812.2944,2,365237.5078,11,1,43,15,5,1,16.5162291467369,0,0,1,0,0,0,0,0,0,0,0
16.43,4502.7192,8,2396710.231,46,0,45,12,4,1,9.261091330099699,0,0,0,0,0,0,0,1,0,0,0
19.3,204.55200000000002,17,8.9033,5,1,65,9,6,1,19.2072429722869,0,0,0,0,0,0,1,0,0,0,0
3.83,373.51199999999994,7,201352.70899999997,13,1,24,9,6,1,5.13417299161508,0,0,1,0,0,0,0,0,0,0,0
7.57,1399.38,0,7035971.41,18,0,88,14,5,1,22.5456586364783,0,0,0,0,1,0,0,0,0,0,0
16.93,8073.06,10,16627649.24,415,1,63,11,1,1,16.198215740028,0,0,0,0,0,0,0,0,0,0,1
4.4,3108.0840000000003,28,15342.9931,105,0,26,12,3,5,19.707549317138103,0,0,0,0,0,0,0,0,0,0,0
9.47,9057.12,70,13476288.06,104,1,66,11,5,1,53.1809300476877,0,0,0,0,0,1,0,0,0,0,0
9.6,3789.204,66,95146.5557,172,1,46,11,3,1,20.9004442317012,0,0,0,0,0,0,1,0,0,0,0
122.87,6612.4008,20,382804.5332,99,0,93,10,5,1,3.19701461081393,0,0,1,0,0,0,0,0,0,0,0
122.33,4947.12,42,15660515.58,220,0,27,10,4,1,35.2045504396241,0,0,0,0,0,0,0,0,0,0,1
8.27,3863.3112,14,230.1465,263,0,34,14,4,1,37.566773370776,0,0,0,0,0,0,1,0,0,0,0
7.53,7290.8496,87,897415.3671,60,0,19,15,4,2,28.3872756204159,0,0,0,0,0,1,0,0,0,0,0
4.23,5937.06,0,98.3516,183,0,42,11,6,1,3.35693697548131,0,0,0,0,0,0,0,0,0,0,1
3.6,4246.4448,57,200597.3955,88,0,54,13,5,2,11.2815966973465,0,0,1,0,0,0,0,0,0,0,0
4.1,792.1080000000001,5,0.5215,24,1,83,11,6,1,22.2592319567482,0,0,0,0,0,0,0,0,0,0,1
8.53,6081.516,22,1.0273,601,1,56,12,6,2,4.423262924717,0,0,0,0,0,1,0,0,0,0,0
21.93,6042.7152,26,63.0967,149,1,38,13,5,1,18.2482605263951,0,0,0,0,0,0,0,0,1,0,0
5.0,5199.576,59,12076.6484,117,1,44,11,6,1,32.496987618324596,0,0,1,0,0,0,0,0,0,0,0
4.1,625.4448,2,7017161.825,6,1,68,13,4,1,10.592601768055001,0,0,0,0,0,0,0,0,0,0,0
20.57,375.49199999999996,30,87.2539,11,1,37,10,6,1,17.5066010330901,0,0,0,0,0,0,0,0,1,0,0
26.13,6823.2024,10,9725620.331,112,1,29,15,8,1,27.284505551553195,0,0,0,0,0,1,0,0,0,0,0
58.37,1403.7120000000002,13,38616.0938,45,0,84,14,3,1,6.78024182471254,0,0,1,0,0,0,0,0,0,0,0
5.3,4097.832,18,5030090.153,5,1,39,7,4,2,19.355543338009397,0,0,0,0,0,1,0,0,0,0,0
97.73,4910.22,43,138.1816,111,1,27,12,1,1,0.0470345419766147,0,0,0,0,0,0,0,1,0,0,0
11.33,520.1759999999999,21,390.208,9,1,25,12,4,1,2.70276822820679,0,0,0,0,0,0,0,0,0,0,1
123.77,4356.84,2,13224193.42,38,0,36,9,1,1,29.012847168912803,0,0,0,0,0,0,0,0,1,0,0
10.2,2397.1488,2,307292.1416,116,0,21,9,1,1,28.401905796134702,0,0,1,0,0,0,0,0,0,0,0
15.47,7491.0624,14,1091314.8390000002,489,0,46,12,3,1,15.172242672746101,0,0,0,0,0,1,0,0,0,0,0
41.2,871.98,0,2051331.76,4,0,65,8,2,1,50.807231255464295,0,0,0,0,0,0,1,0,0,0,0
4.63,636.72,2,324231.1182,18,0,78,11,1,5,33.9543083483358,0,0,0,0,0,1,0,0,0,0,0
4.57,1077.24,0,714382.6855,22,0,66,15,1,1,27.308714199470202,0,0,0,0,0,0,0,0,0,0,1
69.43,761.508,0,0.1016,229,1,24,11,5,2,22.8577776237959,0,0,1,0,0,0,0,0,0,0,0
98.87,5912.46,16,2013456.6230000001,174,0,45,11,4,1,41.7078810278425,0,0,0,0,0,0,0,0,0,0,1
4.03,3436.14,53,448454.5781,107,0,43,8,7,4,16.6437346137443,0,0,0,0,0,0,0,0,0,0,1
4.13,3261.348,0,13584969.15,38,0,40,9,3,4,39.5702892613531,0,0,0,0,0,0,0,0,0,0,1
20.57,162.828,8,43513.3242,2,1,81,15,3,1,39.5494312220565,0,0,0,0,0,0,0,0,0,0,1
122.97,5405.88,0,73951.0078,723,0,87,10,12,4,35.1713925551781,0,0,0,0,1,0,0,0,0,0,0
45.2,4874.76,21,710844.2266,82,1,34,12,4,1,37.4978640220968,0,0,0,0,0,0,0,0,0,0,1
8.6,5466.78,119,6.1348,247,0,60,14,3,1,-2.7487731613564996,0,0,0,1,0,0,0,0,0,0,0
4.77,5442.96,2,146024.5683,60,0,43,9,5,2,40.5231571901929,0,0,0,0,0,0,1,0,0,0,0
19.8,3939.0240000000003,314,25.2627,78,1,44,10,5,2,25.007240058041102,0,0,1,0,0,0,0,0,0,0,0
48.1,769.02,5,636754.415,12,1,61,13,3,1,21.463402448863302,0,0,0,0,0,0,0,0,1,0,0
15.7,1276.008,14,435252.5381,2,1,26,11,3,1,-17.1343082183003,0,0,0,0,0,0,0,0,0,0,1
122.5,338.0544,38,21.125999999999998,2,1,44,8,5,1,17.5974716494236,0,0,0,0,0,0,1,0,0,0,0
4.73,1449.5279999999998,0,10972.0264,37,0,22,12,2,1,6.37188451808892,0,0,1,0,0,0,0,0,0,0,0
7.13,28041.372000000003,181,3111037.6,144,1,98,14,3,4,4.55501713126983,0,0,0,0,0,0,0,0,0,0,1
36.53,476.1288,7,1236.8262,5,1,20,14,4,1,12.9462993188928,0,0,0,0,0,0,0,0,0,0,1
52.83,29.46,0,25706.25,5,0,46,14,11,1,25.7422878872826,0,0,0,0,0,0,0,0,0,0,1
36.63,446.916,11,1102293.895,50,1,47,10,7,1,13.1636529223752,0,0,0,0,0,0,1,0,0,0,0
92.07,3334.824,16,647323.0293,197,0,20,12,3,2,40.4990508837369,1,0,0,0,0,0,0,0,0,0,0
35.1,5659.86,7,229811.9453,151,0,42,15,4,2,41.5153958005961,0,0,1,0,0,0,0,0,0,0,0
4.03,750.732,0,1674288.928,9,0,63,12,3,1,37.479845034233705,0,0,0,0,0,0,0,0,0,0,1
38.93,16998.72,39,863.1045,873,1,25,11,1,1,18.7650464383157,0,0,0,0,0,0,0,0,0,0,1
93.1,5980.284000000001,9,580.9766,253,0,19,12,4,3,26.0182414993398,0,0,0,0,0,0,0,0,0,0,1
14.53,1347.5520000000001,10,10.3213,14,1,25,12,4,1,22.9705551934877,0,0,0,0,0,0,0,0,0,0,1
132.03,3211.0824,5,281.1289,148,0,53,12,5,1,20.8837696299032,0,0,0,0,0,0,1,0,0,0,0
8.03,1276.776,36,125.9131,101,1,21,13,5,1,16.5840091931217,0,0,0,0,0,1,0,0,0,0,0
22.43,1735.848,0,686690.9707,3,0,45,11,3,1,53.456395520530904,0,0,1,0,0,0,0,0,0,0,0
136.13,5572.98,137,17.916,197,1,40,12,10,1,-8.21204566580511,0,0,1,0,0,0,0,0,0,0,0
3.57,3728.94,152,60931.5264,54,0,74,12,3,1,59.6224216050171,0,0,0,0,0,1,0,0,0,0,0
29.2,1168.9560000000001,0,386.6338,44,0,33,14,5,1,19.1828971102825,0,0,0,0,0,0,0,0,1,0,0
4.77,1743.612,4,8596182.165,10,0,21,11,3,2,25.9805257068967,0,0,0,0,0,1,0,0,0,0,0
141.8,2626.2,0,62764.5781,28,0,49,10,6,2,24.064704205890497,0,0,0,0,0,1,0,0,0,0,0
3.57,690.9384,42,122431.9521,21,1,49,9,4,1,-4.79926231154471,0,0,1,0,0,0,0,0,0,0,0
91.67,2143.38,0,4776004.409,11,0,18,10,9,1,16.5508888988763,0,0,0,0,0,0,0,0,0,0,1
42.57,832.296,49,31.1982,34,0,61,12,3,1,24.2362946575104,0,0,1,0,0,0,0,0,0,0,0
71.0,1895.58,51,223510.1436,28,0,19,16,3,2,19.8544022985058,0,0,0,0,0,0,0,0,0,1,0
3.4,446.68800000000005,17,23653.7109,13,1,30,10,7,1,40.052326884939795,0,1,0,0,0,0,0,0,0,0,0
77.07,4399.6272,65,75.4766,207,0,28,13,4,3,30.7505626549773,0,0,0,0,0,0,0,0,0,0,1
80.57,852.18,7,36694.3652,13,0,70,9,3,1,29.5717096581494,0,0,0,0,0,0,0,0,0,0,1
38.9,4081.2744,2,22695.707000000002,544,0,62,13,4,1,34.1662470497329,0,0,0,0,0,0,0,1,0,0,0
139.73,7393.38,32,67341.58099999999,585,0,69,11,5,5,9.96908172387655,0,0,0,0,0,0,1,0,0,0,0
72.8,11381.16,66,1621804.0769999998,195,1,43,13,6,1,48.185454051993,0,0,0,0,0,0,0,0,1,0,0
16.93,22144.98,40,2626969.215,857,1,58,11,12,1,24.7709850313794,0,0,0,0,0,0,0,0,0,0,1
3.83,2864.52,0,8522.4043,135,0,73,9,12,4,16.6279184732714,0,0,0,0,1,0,0,0,0,0,0
50.23,5837.028,0,2162778.789,456,0,98,14,1,1,33.783615172874605,0,0,0,0,0,0,0,0,0,0,1
25.37,7300.5168,26,67951093.38,332,0,18,14,6,3,13.9024905525053,0,0,0,0,0,0,1,0,0,0,0
121.27,3439.2648,34,22440958.85,52,0,55,15,3,1,34.9031720259867,1,0,0,0,0,0,0,0,0,0,0
12.9,1260.528,5,168729.2031,61,0,20,12,4,6,14.258339953938698,0,0,0,0,0,0,1,0,0,0,0
35.7,8609.688,44,21161.9307,483,1,59,18,1,1,24.333261521252602,0,1,0,0,0,0,0,0,0,0,0
3.87,4992.3024,145,1949698.94,127,0,61,13,4,2,66.6589073663628,1,0,0,0,0,0,0,0,0,0,0
4.83,5540.88,0,1949975.294,192,1,37,13,5,1,12.686607443043599,0,0,0,0,0,0,0,0,0,0,1
36.57,6472.86,16,1457.3662,757,0,63,13,5,2,13.2791710848192,0,0,0,0,0,0,0,0,0,0,1
56.37,5318.6592,55,355675.6787,395,1,53,13,5,1,22.512368638366603,0,0,0,0,0,0,0,0,0,1,0
12.27,7344.3672,0,1758480.2140000002,16,0,68,10,8,1,29.5899388176587,0,0,0,0,0,1,0,0,0,0,0
4.43,3861.54,41,371358.8438,69,0,31,11,5,2,55.2125495506717,0,0,0,0,0,0,1,0,0,0,0
9.9,9034.6632,55,569540.8233,170,1,20,12,3,1,18.530351074511604,0,0,0,0,0,0,1,0,0,0,0
20.33,1174.248,24,208950.1485,20,1,61,9,5,1,14.323222638146902,0,0,0,1,0,0,0,0,0,0,0
75.57,11286.636,9,481.8535,539,1,74,11,4,1,24.068756272562105,0,0,0,0,0,0,0,0,0,0,1
105.6,3740.52,43,36.0,73,1,74,15,3,1,7.123242163675081,1,0,0,0,0,0,0,0,0,0,0
89.0,7172.94,15,2702688.5489999996,278,1,33,13,2,1,40.7656728764346,0,0,0,0,0,0,1,0,0,0,0
67.3,708.804,6,1322753.892,38,1,53,12,5,1,9.63632835788211,0,0,0,0,0,0,1,0,0,0,0
48.27,1859.328,0,6646839.175,11,0,54,9,3,1,33.1414077979899,0,0,0,0,0,0,0,0,1,0,0
45.67,5900.1,90,112779.6455,445,1,22,15,4,3,4.13494799712604,0,0,0,0,0,1,0,0,0,0,0
121.7,799.1064,32,107.125,7,1,66,15,2,2,21.549034794928602,0,0,0,0,0,0,1,0,0,0,0
71.17,1052.76,0,3056837.457,221,1,80,8,1,1,16.4380585769279,0,0,0,0,1,0,0,0,0,0,0
91.67,9096.54,14,18422093.07,487,1,23,10,4,3,18.6060459945404,0,0,0,0,0,0,0,0,1,0,0
95.37,23328.9912,78,2859107.857,627,0,47,12,2,2,-6.41647650757385,0,0,1,0,0,0,0,0,0,0,0
78.27,316.032,4,104.8828,56,1,59,11,1,1,-0.7372454540382241,0,0,0,0,0,0,0,1,0,0,0
27.03,4010.46,2,1024499.979,102,1,53,13,2,1,11.098485905612199,0,0,0,0,0,0,1,0,0,0,0
4.07,3807.348,9,2599025.296,335,0,60,12,6,2,47.6568417224603,0,0,0,0,0,0,0,0,1,0,0
8.5,311.9208,5,468.0684,34,0,86,14,3,1,26.283282190132102,0,0,0,0,0,0,1,0,0,0,0
137.87,10064.82,54,1354238.3080000002,742,1,54,10,3,1,4.48412908692145,0,0,0,0,0,0,0,0,0,0,1
37.37,1034.904,33,200690.9639,269,1,29,10,6,1,18.0347052882124,0,0,0,0,0,0,0,0,1,0,0
154.4,5845.68,49,365654.5869,92,0,20,13,6,1,33.2691821706629,0,0,1,0,0,0,0,0,0,0,0
69.87,5299.02,0,1450858.823,391,0,100,10,5,2,33.7279641565381,0,0,0,0,1,0,0,0,0,0,0
