"","Customer.ID","Customer.Age","Customer.Municipality","Latitude","Longitude","Province","LoginsSite.Last.Month","LoginsSite.Last.6Months","EndSubscription","Total.Call.centre.complaint.calls"
"783","ADF1660",70,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",7,13,2019-03-30,1
"784","ADF0315",36,"Dordrecht","51.8132979"," 4.6900929","Zuid-Holland",6,12,2019-05-19,1
"785","ADF1243",92,"Vaals","50.7732182"," 6.0112743","Limburg",5,14,2019-06-04,1
"786","ADF0355",61,"Amersfoort","52.1561113"," 5.3878266","Utrecht",6,10,2019-02-25,1
"787","ADF1839",42,"Dronten","52.5346819"," 5.7218086","Flevoland",8,9,2019-06-27,3
"788","ADF1672",42,"Veenendaal","52.0263009"," 5.5544309","Utrecht",9,12,2019-05-07,1
"789","ADF1099",53,"Assen","52.9927530"," 6.5642284","Drenthe",4,11,2019-06-06,1
"790","ADF1482",36,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",9,12,2019-05-01,3
"791","ADF0626",68,"Ermelo","52.2788704"," 5.6658492","Gelderland",8,12,2019-06-06,1
"792","ADF1200",36,"Almere","52.3507849"," 5.2647016","Flevoland",10,11,2019-05-15,1
"793","ADF0457",24,"Den Helder","52.9562808"," 4.7607971","Noord-Holland",6,13,2019-06-30,1
"794","ADF1958",35,"Kaag en Braassem","52.2041350"," 4.6313145","Zuid-Holland",6,11,2019-01-23,1
"795","ADF1126",62,"Middelburg","51.4987962"," 3.6109980","Zeeland",4,14,2019-03-31,3
"796","ADF1792",26,"Den Helder","52.9562808"," 4.7607971","Noord-Holland",4,11,2019-08-03,1
"797","ADF1698",34,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",3,11,2019-07-11,1
"798","ADF1465",51,"Rijssen-Holten","52.2925057"," 6.4399990","Overijssel",6,11,2019-04-22,2
"799","ADF1129",61,"Almere","52.3507849"," 5.2647016","Flevoland",4,12,2019-04-12,2
"800","ADF1034",21,"Harderwijk","52.3422025"," 5.6367423","Gelderland",7,12,2019-07-16,1
"801","ADF1813",49,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",3,8,2019-02-15,1
"802","ADF1137",58,"Rijswijk","52.0376977"," 4.3219738","Zuid-Holland",6,13,2018-12-30,3
"803","ADF1175",48,"Breda","51.5719149"," 4.7683230","Noord-Brabant",6,12,2019-05-03,1
"804","ADF0484",55,"Soest","52.1763515"," 5.2991970","Utrecht",7,13,2019-04-09,1
"805","ADF1467",55,"Enschede","52.2215372"," 6.8936619","Overijssel",3,10,2018-12-25,1
"806","ADF0269",62,"Hoorn","52.6423654"," 5.0602124","Noord-Holland",4,14,2019-01-15,1
"807","ADF1847",66,"Utrecht","52.0907374"," 5.1214201","Utrecht",5,16,2019-03-12,10
"808","ADF1308",67,"Brunssum","50.9488959"," 5.9721662","Limburg",5,9,2018-12-23,1
"809","ADF0264",62,"Utrecht","52.0907374"," 5.1214201","Utrecht",6,11,2019-04-08,1
"810","ADF0129",73,"Alblasserdam","51.8703366"," 4.6702024","Zuid-Holland",7,13,2019-03-20,1
"811","ADF0499",53,"Borsele","51.4476913"," 3.8033180","Zeeland",7,13,2019-05-05,1
"812","ADF1840",52,"Capelle aan den IJssel","51.9301505"," 4.5777053","Zuid-Holland",10,11,2019-07-31,3
"813","ADF0459",22,"Utrechtse Heuvelrug","52.0522029"," 5.2824946","Utrecht",3,14,2019-02-08,1
"814","ADF1601",69,"Stichtse Vecht","52.1420550"," 5.0394220","Utrecht",3,11,2019-07-29,1
"815","ADF1178",96,"Harderwijk","52.3422025"," 5.6367423","Gelderland",4,11,2019-05-27,5
"816","ADF1768",27,"Assen","52.9927530"," 6.5642284","Drenthe",3,12,2019-05-22,3
"817","ADF1650",41,"Heumen","51.7645323"," 5.8431502","Gelderland",4,14,2019-03-08,1
"818","ADF0088",43,"Overbetuwe","51.9327749"," 5.7814647","Gelderland",8,15,2019-05-21,1
"819","ADF1885",45,"Zwolle","52.5167747"," 6.0830219","Overijssel",5,12,2019-04-13,1
"820","ADF0370",65,"Beemster","52.5475586"," 4.9133323","Noord-Holland",7,9,2019-06-03,1
"821","ADF0079",24,"Aalten","51.9266666"," 6.5806785","Gelderland",5,9,2019-06-05,1
"822","ADF1881",88,"Roermond","51.1913202"," 5.9877715","Limburg",6,14,2019-05-20,1
"823","ADF1781",63,"Gouda","52.0115205"," 4.7104633","Zuid-Holland",7,11,2019-01-23,1
"824","ADF1184",26,"Tynaarlo","53.1012834"," 6.5760974","Drenthe",7,12,2019-03-05,5
"825","ADF0637",66,"Oss","51.7611801"," 5.5140482","Noord-Brabant",7,11,2019-05-12,1
"826","ADF1669",46,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,11,2019-03-05,1
"827","ADF1456",93,"Ede","52.0401675"," 5.6648594","Gelderland",6,10,2019-05-04,1
"828","ADF1300",27,"Nissewaard","51.8480337"," 4.3287479","Zuid-Holland",4,10,2019-04-19,1
"829","ADF1241",34,"Haarlemmermeer","52.3003784"," 4.6743594","Noord-Holland",4,14,2019-04-04,1
"830","ADF0343",19,"Etten-Leur","51.5868855"," 4.6671384","Noord-Brabant",6,15,2019-04-01,2
"831","ADF1403",42,"Schiedam","51.9169599"," 4.3988186","Zuid-Holland",6,11,2019-06-03,1
"832","ADF1265",54,"Arnhem","51.9851034"," 5.8987296","Gelderland",10,13,2019-05-04,2
"833","ADF1625",83,"Alphen aan den Rijn","52.1276577"," 4.6688508","Zuid-Holland",4,11,2019-06-17,1
"834","ADF1736",56,"Alphen-Chaam","51.5091348"," 4.8615888","Noord-Brabant",7,12,2019-06-02,2
"835","ADF1735",38,"Houten","52.0029907"," 5.1857599","Utrecht",8,13,2019-05-25,1
"836","ADF1992",44,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",5,11,2019-06-19,1
"837","ADF0461",68,"Emmen","52.7132367"," 6.9557766","Drenthe",8,13,2019-04-17,1
"838","ADF0604",37,"Lopik","51.9748610"," 4.9451478","Utrecht",5,10,2019-06-15,1
"839","ADF0549",29,"Heusden","51.7330040"," 5.1382786","Noord-Brabant",8,15,2019-08-11,1
"840","ADF0278",84,"Bronckhorst","52.0755954"," 6.1808918","Gelderland",7,14,2019-03-13,1
"841","ADF0533",39,"Roosendaal","51.5358490"," 4.4653213","Noord-Brabant",2,7,2019-04-04,2
"842","ADF0537",27,"Enschede","52.2215372"," 6.8936619","Overijssel",4,12,2019-01-23,1
"843","ADF1598",25,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",2,12,2019-04-30,1
"844","ADF0330",36,"De Ronde Venen","52.2066804"," 4.8867728","Utrecht",6,9,2019-01-29,1
"845","ADF1124",21,"Berg en Dal","51.8181209"," 5.9200815","Gelderland",7,9,2019-01-11,1
"846","ADF1518",46,"Geertruidenberg","51.7023659"," 4.8499781","Noord-Brabant",4,12,2019-03-21,1
"847","ADF0267",65,"Purmerend","52.5143815"," 4.9640611","Noord-Holland",2,8,2019-02-15,1
"848","ADF1045",78,"Veldhoven","51.4176337"," 5.4060209","Noord-Brabant",4,11,2019-01-28,5
"849","ADF0271",66,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,15,2019-01-19,1
"850","ADF1618",24,"Nunspeet","52.3747719"," 5.7698950","Gelderland",8,11,2019-05-04,2
"851","ADF1401",45,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,11,2019-04-17,1
"852","ADF1213",43,"Maassluis","51.9226067"," 4.2545656","Zuid-Holland",3,8,2019-07-14,4
"853","ADF1199",40,"Leiden","52.1601144"," 4.4970097","Zuid-Holland",3,9,2019-03-28,4
"854","ADF0364",81,"Rijswijk","52.0376977"," 4.3219738","Zuid-Holland",2,15,2019-03-07,1
"855","ADF1347",87,"Maastricht","50.8513682"," 5.6909725","Limburg",8,10,2018-12-04,4
"856","ADF1697",34,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",3,12,2019-04-22,1
"857","ADF1354",60,"Stadskanaal","52.9919853"," 6.9462217","Groningen",5,14,2019-03-14,1
"858","ADF1351",43,"Haarlemmermeer","52.3003784"," 4.6743594","Noord-Holland",6,9,2019-05-14,2
"859","ADF0528",44,"Nijmegen","51.8125626"," 5.8372264","Gelderland",6,10,2019-05-08,2
"860","ADF0475",61,"De Bilt","52.1092717"," 5.1809676","Utrecht",8,13,2019-03-19,1
"861","ADF0519",26,"Krimpenerwaard","51.9822220"," 4.7816670","Zuid-Holland",7,11,2019-03-01,1
"862","ADF0409",44,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,8,2019-05-29,1
"863","ADF1084",22,"Oude IJsselstreek","51.9110456"," 6.4055639","Gelderland",4,12,2019-02-18,1
"864","ADF0138",98,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,14,2019-03-21,4
"865","ADF1898",20,"Leiden","52.1601144"," 4.4970097","Zuid-Holland",9,14,2019-04-26,1
"866","ADF0254",46,"Delft","52.0115769"," 4.3570677","Zuid-Holland",8,14,2018-11-26,1
"867","ADF1588",47,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",7,10,2019-07-03,1
"868","ADF1206",20,"Zeewolde","52.3311280"," 5.5404950","Flevoland",4,12,2019-03-04,2
"869","ADF1374",42,"Harderwijk","52.3422025"," 5.6367423","Gelderland",5,15,2019-04-24,2
"870","ADF0263",63,"Zuidplas","52.0067577"," 4.5827851","Zuid-Holland",8,12,2019-03-06,1
"871","ADF1837",25,"Hellevoetsluis","51.8318632"," 4.1318100","Zuid-Holland",3,11,2019-01-27,1
"872","ADF1407",19,"Noordwijk","52.2399885"," 4.4500094","Zuid-Holland",5,12,2019-04-06,3
"873","ADF1664",25,"Krimpen aan den IJssel","51.9143534"," 4.5962325","Zuid-Holland",6,12,2019-04-29,1
"874","ADF1194",53,"Zaanstad","52.4579659"," 4.7510425","Noord-Holland",8,12,2019-05-31,1
"875","ADF1661",21,"Landerd","51.7267746"," 5.6594923","Noord-Brabant",4,13,2019-05-25,1
"876","ADF1091",45,"Nijmegen","51.8125626"," 5.8372264","Gelderland",4,11,2019-03-09,1
"877","ADF1716",40,"Nijmegen","51.8125626"," 5.8372264","Gelderland",6,12,2018-10-03,1
"878","ADF1233",74,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",5,12,2019-03-18,1
"879","ADF1072",33,"Bunnik","52.0665285"," 5.2007761","Utrecht",4,14,2019-05-05,1
"880","ADF0287",21,"Oss","51.7611801"," 5.5140482","Noord-Brabant",6,11,2019-03-03,2
"881","ADF1140",49,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",6,10,2019-06-01,2
"882","ADF1613",49,"Maasdriel","51.7689071"," 5.3233045","Gelderland",7,9,2019-04-29,1
"883","ADF1112",18,"Voorschoten","52.1237896"," 4.4385976","Zuid-Holland",5,10,2019-09-22,1
"884","ADF1053",61,"Renkum","51.9829826"," 5.7399780","Gelderland",5,12,2019-03-13,1
"885","ADF0293",19,"Vlissingen","51.4536672"," 3.5709125","Zeeland",7,16,2019-03-04,2
"886","ADF1897",30,"Súdwest-Fryslân","52.9925"," 5.548611","Friesland",6,10,2019-07-11,1
"887","ADF1276",28,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,13,2019-04-14,3
"888","ADF0266",70,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",6,9,2019-03-24,1
"889","ADF1258",62,"Zwartewaterland","52.6015125"," 6.0596251","Overijssel",9,13,2019-04-12,1
"890","ADF1513",69,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,11,2019-05-19,5
"891","ADF1822",43,"Utrecht","52.0907374"," 5.1214201","Utrecht",8,13,2019-06-03,1
"892","ADF0136",58,"Zoetermeer","52.0606690"," 4.4940250","Zuid-Holland",7,11,2018-12-22,1
"893","ADF1160",73,"Maastricht","50.8513682"," 5.6909725","Limburg",7,9,2018-12-17,4
"894","ADF1394",98,"Papendrecht","51.8424811"," 4.6941834","Zuid-Holland",6,14,2019-01-31,1
"895","ADF1505",18,"Laren","52.2568172"," 5.2241550","Noord-Holland",5,14,2019-06-13,3
"896","ADF0061",55,"Almere","52.3507849"," 5.2647016","Flevoland",7,15,2019-03-24,1
"897","ADF1076",20,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",3,12,2019-04-01,6
"898","ADF1795",59,"Súdwest-Fryslân","52.9925"," 5.548611","Friesland",3,18,2019-01-14,1
"899","ADF1303",61,"Urk","52.6630533"," 5.5989465","Flevoland",6,13,2019-04-10,2
"900","ADF1714",37,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",8,13,2019-05-20,1
"901","ADF1444",63,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",3,13,2019-05-02,2
"902","ADF1706",53,"Vlissingen","51.4536672"," 3.5709125","Zeeland",9,13,2019-05-12,1
"903","ADF0344",68,"Moerdijk","51.6601559"," 4.5130718","Noord-Brabant",3,10,2019-08-18,1
"904","ADF1240",31,"Landsmeer","52.4403382"," 4.9209232","Noord-Holland",6,11,2019-05-09,2
"905","ADF0559",20,"Gooise Meren","52.3047615"," 5.1396990","Noord-Holland",2,12,2019-03-07,1
"906","ADF1655",61,"Zuidhorn","53.2431482"," 6.4081044","Groningen",7,9,2019-05-06,1
"907","ADF1819",74,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",3,11,2019-04-16,1
"908","ADF1988",74,"Almere","52.3507849"," 5.2647016","Flevoland",5,15,2019-03-22,1
"909","ADF1758",33,"Koggenland","52.6521964"," 4.9420151","Noord-Holland",6,13,2019-02-12,1
"910","ADF1615",53,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,12,2019-05-30,1
"911","ADF0288",54,"Stichtse Vecht","52.1420550"," 5.0394220","Utrecht",7,9,2019-03-17,1
"912","ADF1730",22,"Oss","51.7611801"," 5.5140482","Noord-Brabant",5,15,2019-04-24,3
"913","ADF0477",66,"Langedijk","52.6867108"," 4.7838987","Noord-Holland",10,15,2019-02-28,2
"914","ADF1645",80,"Leudal","51.2619660"," 5.8909968","Limburg",8,8,2019-01-31,1
"915","ADF1800",23,"Utrecht","52.0907374"," 5.1214201","Utrecht",8,10,2019-04-17,3
"916","ADF1536",47,"Winterswijk","51.9770380"," 6.7454136","Gelderland",5,12,2019-02-12,2
"917","ADF1573",59,"Staphorst","52.6429144"," 6.1994944","Overijssel",4,11,2019-01-17,1
"918","ADF0107",53,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,13,2019-02-14,1
"919","ADF1236",60,"De Ronde Venen","52.2066804"," 4.8867728","Utrecht",5,12,2019-06-24,2
"920","ADF1035",86,"Koggenland","52.6521964"," 4.9420151","Noord-Holland",4,14,2019-03-30,1
"921","ADF1808",54,"Midden-Delfland","51.9542011"," 4.2883099","Zuid-Holland",7,10,2019-03-21,1
"922","ADF1643",29,"Utrecht","52.0907374"," 5.1214201","Utrecht",4,10,2019-06-02,1
"923","ADF1397",20,"Ermelo","52.2788704"," 5.6658492","Gelderland",4,13,2019-06-06,1
"924","ADF1335",100,"Venray","51.5270578"," 5.9753320","Limburg",7,10,2019-05-17,2
"925","ADF1390",22,"Reimerswaal","51.5075000"," 4.1725000","Zeeland",3,11,2019-06-21,1
"926","ADF0276",35,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,11,2019-05-08,1
"927","ADF1305",42,"Amersfoort","52.1561113"," 5.3878266","Utrecht",5,12,2019-05-27,1
"928","ADF1180",50,"Alkmaar","52.6323813"," 4.7533754","Noord-Holland",3,11,2019-03-29,2
"929","ADF1724",66,"Drimmelen","51.7085524"," 4.8034905","Noord-Brabant",6,12,2019-09-15,4
"930","ADF0535",35,"Tholen","51.5332708"," 4.2162217","Zeeland",6,10,2019-04-07,2
"931","ADF1432",26,"Almelo","52.3670267"," 6.6684919","Overijssel",9,13,2019-06-18,1
"932","ADF0638",66,"Lochem","52.1614115"," 6.4155986","Gelderland",7,13,2019-04-27,1
"933","ADF1101",99,"Helmond","51.4792547"," 5.6570096","Noord-Brabant",5,11,2019-03-29,2
"934","ADF1567",21,"Dongen","51.6287097"," 4.9382385","Noord-Brabant",5,12,2019-05-21,1
"935","ADF0260",59,"Hof van Twente","52.2414268"," 6.5915549","Overijssel",4,8,2019-05-16,11
"936","ADF0354",68,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,13,2019-04-06,1
"937","ADF0273",57,"Nijkerk","52.2224835"," 5.4835625","Gelderland",7,8,2019-04-06,1
"938","ADF1106",68,"Hellendoorn","52.3870446"," 6.4542947","Overijssel",7,10,2019-02-11,1
"939","ADF0257",42,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",2,13,2019-01-27,1
"940","ADF1767",31,"Utrechtse Heuvelrug","52.0522029"," 5.2824946","Utrecht",8,10,2019-06-14,1
"941","ADF0292",44,"Weststellingwerf","52.8718917"," 6.0229188","Friesland",9,11,2019-05-01,2
"942","ADF1087",46,"Delft","52.0115769"," 4.3570677","Zuid-Holland",8,12,2019-03-22,2
"943","ADF1193",68,"Heerlen","50.8881742"," 5.9794988","Limburg",5,13,2019-04-21,1
"944","ADF0458",61,"Amstelveen","52.3114207"," 4.8700870","Noord-Holland",8,9,2019-04-02,1
"945","ADF1884",70,"Delft","52.0115769"," 4.3570677","Zuid-Holland",5,9,2019-04-06,3
"946","ADF1359",76,"Alkmaar","52.6323813"," 4.7533754","Noord-Holland",3,12,2019-04-24,1
"947","ADF1491",41,"Ede","52.0401675"," 5.6648594","Gelderland",6,12,2019-07-18,2
"948","ADF1901",35,"Smallingerland","53.1277287"," 6.0793452","Friesland",6,12,2019-04-21,1
"949","ADF0427",32,"Gooise Meren","52.3047615"," 5.1396990","Noord-Holland",8,10,2019-03-05,1
"950","ADF1982",69,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",7,13,2019-02-27,1
"951","ADF1119",36,"Utrecht","52.0907374"," 5.1214201","Utrecht",3,9,2019-05-22,1
"952","ADF0541",91,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",8,11,2019-04-24,1
"953","ADF1703",91,"Geldrop-Mierlo","51.4324472"," 5.5829701","Noord-Brabant",3,14,2019-02-06,3
"954","ADF0051",44,"Schiedam","51.9169599"," 4.3988186","Zuid-Holland",9,8,2019-03-25,1
"955","ADF1234",53,"De Bilt","52.1092717"," 5.1809676","Utrecht",3,12,2019-03-23,3
"956","ADF0618",76,"Best","51.5077637"," 5.3978482","Noord-Brabant",6,13,2018-12-03,1
"957","ADF1238",39,"Westland","51.9991757"," 4.2174570","Zuid-Holland",4,10,2019-05-21,4
"958","ADF1670",46,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,15,2019-04-07,2
"959","ADF1844",45,"Almelo","52.3670267"," 6.6684919","Overijssel",6,10,2019-05-12,1
"960","ADF0070",26,"Tietjerksteradeel","53.1760382"," 5.9786796","Friesland",3,9,2019-07-08,3
"961","ADF1353",58,"Baarn","52.2131825"," 5.2864096","Utrecht",5,15,2019-06-08,1
"962","ADF0108",35,"Geldrop-Mierlo","51.4324472"," 5.5829701","Noord-Brabant",4,10,2019-05-06,1
"963","ADF1581",68,"Barendrecht","51.8515088"," 4.5485809","Zuid-Holland",3,13,2019-05-29,1
"964","ADF1105",55,"Oldebroek","52.4474448"," 5.8983168","Gelderland",7,11,2018-12-17,1
"965","ADF0411",73,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",7,15,2019-04-11,1
"966","ADF1313",20,"Almelo","52.3670267"," 6.6684919","Overijssel",4,10,2019-04-19,1
"967","ADF1095",21,"Enschede","52.2215372"," 6.8936619","Overijssel",3,11,2019-05-27,4
"968","ADF1446",70,"Venray","51.5270578"," 5.9753320","Limburg",1,15,2018-12-21,3
"969","ADF1038",80,"Hendrik-Ido-Ambacht","51.8423973"," 4.6395056","Zuid-Holland",3,11,2019-07-21,2
"970","ADF1579",26,"Sluis","51.3253599"," 3.4876046","Zeeland",2,13,2019-03-20,1
"971","ADF1229",21,"Veldhoven","51.4176337"," 5.4060209","Noord-Brabant",4,15,2019-06-15,2
"972","ADF1568",84,"Enschede","52.2215372"," 6.8936619","Overijssel",6,12,2019-04-21,1
"973","ADF0367",53,"Nijmegen","51.8125626"," 5.8372264","Gelderland",3,11,2019-04-04,1
"974","ADF0321",64,"Alkmaar","52.6323813"," 4.7533754","Noord-Holland",5,16,2019-01-02,2
"975","ADF1915",18,"Nissewaard","51.8480337"," 4.3287479","Zuid-Holland",4,8,2019-04-11,1
"976","ADF1383",48,"Waterland","52.4470499"," 5.0154751","Noord-Holland",4,15,2019-05-26,1
"977","ADF1108",20,"Veere","51.5482937"," 3.6660061","Zeeland",5,14,2019-03-31,3
"978","ADF0531",29,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",3,10,2019-02-06,1
"979","ADF1427",45,"Hengelo","52.2574121"," 6.7927725","Overijssel",4,12,2019-02-04,2
"980","ADF1652",48,"Schouwen-Duiveland","51.6803568"," 3.9520130","Zeeland",7,13,2018-11-14,1
"981","ADF0583",33,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",3,13,2019-01-22,1
"982","ADF0351",55,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",6,13,2019-07-05,1
"983","ADF1196",66,"Kerkrade","50.8659457"," 6.0705486","Limburg",7,14,2019-03-19,1
"984","ADF1651",45,"Lingewaard","51.9038908"," 5.9352210","Gelderland",6,12,2019-02-18,1
"985","ADF0471",34,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",4,11,2019-04-13,1
"986","ADF1849",57,"Schiermonnikoog","53.4893743"," 6.2309111","Friesland",8,12,2019-04-30,3
"987","ADF1273",38,"Nijkerk","52.2224835"," 5.4835625","Gelderland",8,10,2019-04-08,2
"988","ADF1093",71,"Berkelland","52.1151568"," 6.5615013","Gelderland",6,15,2018-12-31,2
"989","ADF1539",85,"Alkmaar","52.6323813"," 4.7533754","Noord-Holland",6,13,2019-05-19,3
"990","ADF0512",31,"Breda","51.5719149"," 4.7683230","Noord-Brabant",7,10,2019-06-17,5
"991","ADF0357",38,"Nissewaard","51.8480337"," 4.3287479","Zuid-Holland",6,10,2019-07-23,5
"992","ADF0602",40,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",8,14,2019-06-02,5
"993","ADF1960",48,"Venray","51.5270578"," 5.9753320","Limburg",5,9,2018-12-24,1
"994","ADF0614",34,"Leerdam","51.8943133"," 5.0969270","Zuid-Holland",8,15,2019-06-06,1
"995","ADF1382",68,"Almere","52.3507849"," 5.2647016","Flevoland",1,13,2019-04-27,2
"996","ADF0096",28,"Purmerend","52.5143815"," 4.9640611","Noord-Holland",11,11,2019-03-07,4
"997","ADF1211",80,"Simpelveld","50.8328487"," 5.9877706","Limburg",7,12,2019-03-14,1
"998","ADF1288",43,"Haarlem","52.3873878"," 4.6462194","Noord-Holland",7,8,2018-12-07,3
"999","ADF0511",35,"Etten-Leur","51.5868855"," 4.6671384","Noord-Brabant",6,12,2019-04-22,3
"1000","ADF1262",63,"Sint-Michielsgestel","51.6413477"," 5.3528808","Noord-Brabant",7,13,2019-04-09,1
"1001","ADF0615",35,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",4,14,2019-03-10,1
"1002","ADF0629",80,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,12,2019-01-04,1
"1003","ADF1183",70,"Amersfoort","52.1561113"," 5.3878266","Utrecht",3,12,2019-03-17,1
"1004","ADF1195",85,"Nieuwkoop","52.1500559"," 4.7773590","Zuid-Holland",5,12,2019-01-15,2
"1005","ADF0380",57,"Utrecht","52.0907374"," 5.1214201","Utrecht",7,12,2019-02-21,1
"1006","ADF1528",75,"Lingewaard","51.9038908"," 5.9352210","Gelderland",5,9,2019-02-12,3
"1007","ADF0593",63,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",4,13,2019-03-20,1
"1008","ADF1803",53,"Noordoostpolder","52.6926220"," 5.7378425","Flevoland",7,11,2019-08-27,3
"1009","ADF0041",35,"IJsselstein","52.0177649"," 5.0403003","Utrecht",6,12,2019-03-29,1
"1010","ADF1420",51,"Middelburg","51.4987962"," 3.6109980","Zeeland",3,14,2019-03-17,2
"1011","ADF1554",24,"Schiedam","51.9169599"," 4.3988186","Zuid-Holland",6,14,2019-08-15,2
"1012","ADF1610",64,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",3,9,2019-01-03,1
"1013","ADF0121",25,"Velsen","52.4520591"," 4.6305871","Noord-Holland",6,12,2019-07-14,1
"1014","ADF1445",77,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",4,11,2019-05-06,1
"1015","ADF0328",78,"Son en Breugel","51.5113940"," 5.4982192","Noord-Brabant",3,9,2019-05-04,1
"1016","ADF0595",67,"Leudal","51.2619660"," 5.8909968","Limburg",5,10,2019-06-19,1
"1017","ADF1547",58,"Emmen","52.7132367"," 6.9557766","Drenthe",3,8,2019-04-04,1
"1018","ADF0581",24,"Schiedam","51.9169599"," 4.3988186","Zuid-Holland",9,10,2019-05-07,2
"1019","ADF0468",45,"Beek","50.9393162"," 5.7956471","Limburg",3,12,2019-04-01,1
"1020","ADF1715",61,"Venray","51.5270578"," 5.9753320","Limburg",9,12,2019-05-24,1
"1021","ADF0391",39,"Leerdam","51.8943133"," 5.0969270","Zuid-Holland",5,12,2019-07-19,1
"1022","ADF0103",94,"Dordrecht","51.8132979"," 4.6900929","Zuid-Holland",6,11,2019-03-19,1
"1023","ADF0307",42,"Overbetuwe","51.9327749"," 5.7814647","Gelderland",5,12,2019-03-14,1
"1024","ADF1522",28,"Deventer","52.2660751"," 6.1552165","Overijssel",4,12,2019-09-14,2
"1025","ADF0529",69,"Kerkrade","50.8659457"," 6.0705486","Limburg",8,15,2019-05-02,2
"1026","ADF0487",67,"Schouwen-Duiveland","51.6803568"," 3.9520130","Zeeland",3,10,2019-05-24,1
"1027","ADF1440",31,"Haarlem","52.3873878"," 4.6462194","Noord-Holland",6,12,2019-08-06,3
"1028","ADF0104",40,"Hollands Kroon","52.8118586"," 5.0011902","Noord-Holland",4,13,2019-01-26,4
"1029","ADF1058",52,"Lopik","51.9748610"," 4.9451478","Utrecht",6,16,2019-06-10,1
"1030","ADF1665",66,"Schiedam","51.9169599"," 4.3988186","Zuid-Holland",9,11,2019-04-08,1
"1031","ADF1447",78,"'s-Hertogenbosch","51.6978162"," 5.3036748","Noord-Brabant",8,10,2019-06-23,6
"1032","ADF0390",74,"Purmerend","52.5143815"," 4.9640611","Noord-Holland",6,13,2019-05-07,1
"1033","ADF1103",36,"Vught","51.6533060"," 5.2943466","Noord-Brabant",4,9,2019-02-08,3
"1034","ADF1115",33,"Heerhugowaard","52.6626770"," 4.8324767","Noord-Holland",6,13,2019-07-22,8
"1035","ADF1032",33,"Zutphen","52.1427360"," 6.1960584","Gelderland",7,9,2019-08-09,1
"1036","ADF1325",47,"Nijmegen","51.8125626"," 5.8372264","Gelderland",8,11,2019-06-13,1
"1037","ADF1357",62,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,13,2018-12-17,1
"1038","ADF1905",20,"Heemskerk","52.5141460"," 4.6821367","Noord-Holland",5,13,2019-05-10,1
"1039","ADF1600",35,"Arnhem","51.9851034"," 5.8987296","Gelderland",6,12,2019-02-25,2
"1040","ADF0353",47,"Veenendaal","52.0263009"," 5.5544309","Utrecht",4,11,2019-07-02,1
"1041","ADF1286",57,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",5,14,2019-02-16,2
"1042","ADF1668",38,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",3,12,2019-08-02,2
"1043","ADF1923",42,"Utrecht","52.0907374"," 5.1214201","Utrecht",3,15,2019-06-11,2
