Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.Month,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,PaidAfterPaymentDate,PricePhone,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland,Previous.provider_Ben,Previous.provider_KPN,Previous.provider_T-Mobile,Previous.provider_TELE2,Previous.provider_Telfort,Previous.provider_Vodafone
8.27,463.824,34,1062.7255,8,1,86,5,3,1,12.252588235340701,1.0,223.55457292963501,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
96.77,890.664,37,426885.2852,8,1,46,6,3,1,18.5621526961977,2.0,214.382694295714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.6,7598.6424,6,1871998.521,170,0,45,4,2,2,31.1421596746311,3.0,108.661620778237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.1,6416.58,16,1196432.4170000001,234,0,93,6,7,1,33.328076697166,2.0,283.002020250096,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.37,4972.4424,4,35674.9864,660,0,24,7,6,7,27.130156491276196,2.0,440.527334745796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4.0,1062.3624,0,8633289.656,15,0,44,6,1,1,16.1382947080176,0.0,145.98275850279498,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8.47,5872.56,12,1002857.23,52,1,78,7,6,1,42.194409363607896,2.0,182.421702026902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.3,2019.8448,41,674.7998,278,0,44,7,4,3,58.65684222961929,0.0,296.183273945585,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55.13,458.46,11,382170.5908,47,1,72,5,4,1,1.435274404588,2.0,74.6567385901493,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6.23,11264.88,165,1822350.092,168,1,47,7,3,1,21.4923008005197,3.0,210.264018166246,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5.4,6083.88,172,1081173.539,63,1,66,11,6,1,2.7322853478014797,1.0,341.943891338402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4.97,914.6712,8,1.9199,44,0,73,3,7,2,25.3485734423072,2.0,299.774818331527,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
76.07,1156.296,20,22163.0821,16,1,34,6,6,1,21.802993616739897,2.0,206.36794850583098,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
95.73,6501.2808,1,92037.4433,772,0,82,4,5,2,38.258119804024204,2.0,293.650514102249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25.17,5438.88,0,583200.79,478,1,59,2,4,4,20.7243099409366,4.0,103.296258135333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.6,4431.384,26,49.0908,582,1,24,8,3,1,19.863229317530802,2.0,538.694775609359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30.37,290.184,31,20.9238,1,1,51,10,12,1,17.7692168085043,1.0,104.92036408044399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56.6,2823.5424,38,49852.2002,66,0,40,5,2,1,34.3831210858756,1.0,-7.45086439700651,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
61.97,563.7144,32,0.2246,8,1,34,6,2,1,-1.4064866101226898,2.0,278.415404402349,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29.8,59815.26,127,32403873.11,107,1,53,4,3,3,11.860938006692601,3.0,-104.374135285555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
134.6,7337.58,14,274207.4853,732,0,61,7,5,1,48.30400617286329,1.0,350.621312631485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
84.27,1183.86,39,16.3115,27,1,60,9,6,1,34.3125687812707,1.0,208.249569809398,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
105.17,7339.4424,0,1091551.36,397,0,46,4,7,1,65.0892492870861,0.0,139.114354646268,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.37,269.82,1,313266.3779,11,1,40,3,1,1,31.085991084256396,2.0,179.74647124591598,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47.0,655.68,21,3723135.191,8,1,45,9,5,1,-7.33934076407252,4.0,456.861505045732,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3.17,471.36,5,5200.3105,4,1,73,6,5,1,16.0637165997172,8.0,-17.5457324876915,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108.83,1251.3648,23,27.9297,16,1,55,5,3,1,28.421715558815304,3.0,268.460203954206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
57.83,1187.4528,16,707.959,26,1,77,7,6,1,3.1213298782636,3.0,-2.38926851878489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47.33,1047.5328,15,625312.2119,2,1,26,7,7,1,13.6817116993571,2.0,175.911119293713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
84.73,6668.076,53,1024007.2309999999,466,0,86,6,2,1,4.54058768432845,1.0,299.157823544684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140.17,5838.72,0,215656.4394,370,0,52,8,5,3,42.0141864012162,2.0,370.751118006207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.53,855.42,0,160.3643,45,0,44,7,3,1,39.4565187702594,2.0,59.401335156866395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.27,658.68,4,5458767.271000001,9,1,54,7,5,2,14.3785941000948,2.0,398.47047052263497,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
106.1,1845.192,0,50.0381,43,0,39,6,1,1,24.237239473573,0.0,154.945448638144,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
84.43,7183.0704,14,1158535.702,530,1,61,8,6,2,-5.42968326066661,3.0,505.432683809962,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19.3,3108.54,83,3554442.543,17,0,47,7,5,1,14.7361688148802,0.0,73.5029095482218,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122.43,3746.112,21,1675076.255,436,1,55,3,6,1,31.3868027689275,1.0,128.565515560152,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4.2,6993.3648,874,26.581999999999997,39,0,41,6,4,1,40.476389446678795,1.0,525.4819926466299,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.33,535.32,24,1436.1211,29,1,42,5,5,2,31.1314853267002,2.0,162.536719098823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101.53,5327.46,14,76915.0547,398,0,61,7,2,1,41.2031418539877,2.0,99.9122736285077,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
87.67,6497.688,13,256886.8711,576,1,53,5,1,1,48.902458850741795,5.0,180.487865656289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4.0,1401.24,4,90.1064,79,0,83,8,5,1,41.810032166133105,0.0,299.487257653704,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50.33,3694.38,6,2076039.626,112,1,84,5,6,2,12.582466956958198,4.0,46.9026598535178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.5,2607.348,4,3119066.825,15,0,62,5,6,1,25.530857287687603,1.0,609.427719052671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
123.53,5501.22,0,1014261.738,319,0,55,6,3,1,11.0769985182993,3.0,205.628548003964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
85.23,85.26,0,41668.7041,3,0,38,5,4,2,53.742911395818304,1.0,376.83746433105597,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,26687.16,161,8276490.735,410,0,68,6,6,2,36.397974938038104,1.0,129.862687194137,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
78.87,4480.8456,43,2156818.999,352,1,66,5,4,1,30.852536276910897,3.0,232.637452714377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.9,3657.54,11,193627.9316,100,0,39,5,12,11,37.5447060455168,1.0,424.249229906092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5.17,3659.184,4,44579175.13,64,0,70,6,4,1,11.281900510867901,1.0,530.483970114699,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
42.27,5389.86,138,131.457,84,1,91,8,2,1,30.481004687544104,2.0,313.970643349309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.6,5928.648,24,2067125.635,690,0,69,6,1,1,42.7836143134048,0.0,475.171932789991,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4.6,1342.7976,74,21134.9131,51,0,35,5,5,1,25.277811137917,4.0,357.661831491136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47.43,817.8,0,287861.3066,8,0,19,4,1,6,0.438433839043864,0.0,401.993904296102,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138.37,3250.092,0,15912.5723,162,0,72,3,1,5,34.2248433616564,2.0,299.866562577034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
114.83,510.528,29,1541.9365,4,1,76,3,6,2,17.7781001691616,1.0,286.327684524585,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12.4,4177.524,23,902022.8174,74,1,61,3,4,1,34.2652773188377,4.0,431.79865098749497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.43,4058.52,105,3372399.607,126,0,64,6,5,4,37.2279225349384,0.0,418.062754135933,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14.17,1130.6904,0,15905941.53,4,0,50,7,3,1,34.7244094025853,0.0,338.992738940314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
117.37,3616.98,22,121075.4375,180,0,25,5,3,1,14.176060395915,1.0,345.505729398378,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
72.1,6720.9024,41,83108.7657,279,0,42,6,6,2,33.8224988247986,1.0,431.159693972983,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68.43,7854.4824,13,1392.9424,328,1,25,3,9,1,25.6150297975007,4.0,196.222116916086,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
69.37,3631.98,1,808.9345,130,0,50,8,5,1,29.672081594177605,1.0,285.148036865914,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92.03,405.1704,22,189.7324,2,1,65,8,6,1,37.8704809903954,1.0,405.60836468086404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14.5,7969.68,25,2763981.172,545,1,24,8,6,1,34.1843295580473,4.0,363.994987171042,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37.83,491.16,26,88186.9102,3,1,50,7,7,2,35.0382446511862,2.0,309.912994522175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32.03,2673.9552,20,77131.1015,36,0,44,5,4,1,5.788743625488441,1.0,391.140845207174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.83,5778.48,0,14.7383,788,0,70,4,5,4,19.3465560977133,0.0,442.723407341322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100.4,162.9456,2,10.6357,23,1,73,5,3,3,4.60418793321501,1.0,303.183220168826,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8.7,1317.9,6,343736.75200000004,26,0,70,4,3,1,-2.20317688751982,0.0,250.10309138451802,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14.77,6998.4,0,32954801.18,209,0,27,6,4,9,16.9436221166054,0.0,280.663461934478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.87,1049.8728,25,3064741.425,35,1,57,2,3,1,-1.7517603809622901,2.0,-47.4996795549714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122.23,4296.6,24,0.2969,89,0,39,7,12,4,47.837581451705105,2.0,351.19481016713206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101.6,6681.66,1,46252.5127,678,0,72,9,2,1,14.504968465607,0.0,158.007797145297,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13.93,6792.8184,66,2477681.597,686,0,42,4,5,1,34.7247787169878,1.0,392.31966003808196,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4.53,1622.0064,7,7410.7529,62,0,63,8,7,1,30.417933923310102,0.0,367.584305520605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41.17,608.64,23,44502.5,10,1,68,1,4,1,38.2618666752007,1.0,290.78110991858,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.33,846.06,6,5001.0449,28,1,67,8,3,1,-6.03720233838487,2.0,183.548208106311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.07,1948.332,84,70.001,39,0,95,3,6,2,37.0155169610272,1.0,338.08214357624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71.6,2626.2,0,30611.7959,523,0,48,5,2,3,0.940948975119525,1.0,373.73606088232805,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.7,776.4,0,27605.7383,36,1,42,8,4,5,56.1048504354729,1.0,289.606893460569,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5.9,5740.3584,10,2258.7432,229,0,58,7,5,1,-7.74150430074353,1.0,80.89493632839729,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
122.83,16341.24,17,1757851.0080000001,1232,1,18,2,3,2,11.6609936255253,2.0,47.5411718242993,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.6,865.3488,22,365187.3711,51,1,96,7,2,2,24.8623953839469,1.0,492.87858684186097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.5,1223.46,0,496.4434,50,1,25,4,7,1,36.5791826727235,1.0,198.502408831134,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34.07,919.9848,25,1502.9111,58,0,59,6,3,1,38.415273113130105,3.0,498.77044820181396,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43.9,1287.1512,29,24756.7109,21,1,65,4,1,2,24.1590032814603,1.0,352.83554182123197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21.97,183.204,9,2.0215,33,1,91,5,5,1,11.911827551408598,2.0,298.523795078536,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
122.23,328.9224,20,15595.75,53,1,31,6,5,1,5.3440945457654605,2.0,121.956324064429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23.8,2503.3128,19,91833.8486,31,0,30,3,4,1,33.7239438165595,1.0,305.30140944254396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5.6,8196.12,91,890476.2061,570,1,26,8,5,2,11.5887506918975,2.0,178.63558016289102,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4.5,922.428,2,4251.4922,16,1,46,5,3,1,36.7286808898881,2.0,292.644454235208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42.43,1248.1656,7,22021658.22,3,1,83,7,3,1,21.844028897844897,4.0,54.400225411543296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
116.83,1147.992,0,406817.2071,6,0,36,4,6,1,-1.16575807539688,1.0,-130.730547348698,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
63.87,1122.6624,13,2491.7158,8,1,58,7,4,1,20.033492992722103,1.0,99.23097675326241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
43.2,517.764,16,8911525.136,21,1,40,1,3,1,-9.53555631929865,3.0,75.1163288119799,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3.63,512.58,6,1369140.144,12,1,79,8,5,1,17.7436279857359,3.0,155.25559842408398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55.37,3398.988,6,780.5566,234,0,19,6,4,1,44.228758290013,2.0,197.524736572524,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33.23,6993.5568,2,6096582.927,395,0,59,4,4,3,20.294918441890896,1.0,337.220174996229,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.3,279.024,14,3704.3213,5,1,25,5,2,1,28.805308476776098,1.0,25.7051899208257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
75.07,3213.78,2,1919857.372,131,0,29,6,4,2,43.8061734842487,1.0,568.389894284585,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
77.93,397.6704,24,487.3584,3,1,19,9,7,2,16.9881279708891,4.0,287.469739020163,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
44.73,461.52,12,7.5146,5,0,74,5,6,2,3.4444416248827405,2.0,300.168858992965,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.07,966.6,0,32.459,152,1,35,6,7,6,30.6066441472095,1.0,-7.6369515249182305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
87.67,7458.66,36,1078971.132,144,0,50,6,2,1,35.922846400031,0.0,191.425512488691,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16.8,1660.44,42,339997.5273,17,0,78,6,3,1,18.465965951913397,3.0,108.60236985865801,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
138.47,3103.38,63,85047.6143,181,0,75,7,4,1,47.618608225145294,0.0,111.87394476385799,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122.13,2943.54,0,98756.8555,55,0,94,4,11,2,25.6275918911982,1.0,279.456165895011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.57,834.816,0,1509481.9,8,1,23,7,7,1,47.829736648537505,2.0,413.235459671079,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43.13,5259.0,34,507507.0127,89,0,79,7,12,2,-8.6012451153328,0.0,706.4040741193511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.43,2243.16,37,63943.9473,35,0,41,1,2,1,19.974314380750698,4.0,392.010682383777,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4.43,6650.9736,119,928206.748,189,1,29,5,5,6,3.95501626603173,2.0,129.131917526856,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53.57,5342.04,5,2952394.18,417,0,63,5,5,1,49.4262682437335,4.0,400.731237368843,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20.87,9447.12,12,2012374.1519999998,134,1,24,9,4,2,36.22485921109529,3.0,367.019953948237,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.67,83.1,0,693.2861,3,1,46,8,5,3,-6.741575644237041,1.0,175.36878336535,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.07,42377.244000000006,4,6636522.203,2016,0,85,3,12,2,52.2500631956923,0.0,254.68954162481498,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.93,4347.0,20,158624.3037,43,1,55,12,6,5,18.456404543991802,3.0,379.004375131609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25.5,10825.956,36,17363.8516,820,1,46,2,5,1,27.0120082621459,2.0,175.140647402632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7.77,2928.5304,0,99456402.05,17,0,43,5,3,1,34.4030489080112,6.0,357.863237620994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46.23,320.13599999999997,7,823.9795,4,1,65,7,4,1,23.816614743762898,1.0,128.775076835034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-3.0,927.7632,50,2305.1553,10,1,80,2,3,1,6.236524495426299,4.0,101.898118352936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.4,412.48800000000006,19,51.8125,13,1,51,6,5,1,37.8241531948902,3.0,179.93803731211003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40.77,691.632,7,164326.9375,2,1,64,7,5,1,19.2190852839366,2.0,131.28258285626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
109.0,4917.204000000001,35,1036647.692,120,0,74,6,6,1,24.1018338972438,1.0,473.38094432396497,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
72.3,2777.4888,36,2.0498,175,0,23,6,4,1,19.570441728002802,1.0,103.12179128970301,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
69.93,2977.1064,39,8738505.772,44,0,74,7,4,4,33.3760301983543,2.0,156.984384042463,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12.27,5784.72,20,2165091.16,64,0,18,6,1,1,23.996716042123605,2.0,221.803027720236,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123.47,6272.2704,2,192469.0263,223,0,29,8,6,1,32.0337945919916,2.0,461.903174998544,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34.03,3160.9824,0,231107.3379,186,0,67,7,1,1,49.0774067147793,2.0,367.29312358791003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
79.07,576.78,15,29.459,15,0,77,4,6,2,21.798088673385,0.0,255.65369054848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4.6,7600.5,2,9974712.357,193,0,62,4,2,2,8.23597476569685,6.0,353.360582362454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122.4,4093.68,15,224677.5722,263,1,35,3,3,13,23.1408056061063,3.0,426.957060598256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.9,8206.091999999999,270,692988.9336,198,1,48,6,2,2,-3.28769190852402,2.0,139.475885242994,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
98.23,3969.3,67,1305606.7140000002,90,1,29,6,3,1,55.8312983861207,1.0,275.301203718872,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6.57,1236.8496,6,300.4922,19,1,19,8,1,21,10.671492938445901,2.0,-36.424612624217296,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
94.2,4755.7128,13,723.5527,131,1,28,5,4,3,-4.28458998863303,4.0,260.42890525578997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.33,675.36,25,336878.9902,3,1,36,5,7,2,32.5921703352574,2.0,54.520208844317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.33,4939.74,5,46.3486,84,0,50,5,3,1,21.0305142242101,1.0,654.53509653128,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
54.23,2513.592,8,80186.9229,97,0,63,3,6,1,33.7438735850547,0.0,437.089194680068,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
161.8,22881.06,62,3441170.841,544,1,22,6,5,1,27.975903371196104,3.0,92.4014858319746,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
56.43,5040.24,12,66257.3985,76,0,26,5,2,6,17.2225044982967,1.0,309.650129224347,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.73,2003.94,1,4365315.423,5,0,65,5,4,1,65.8632573539337,3.0,561.427179420459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3.83,212.88,0,1079.5459,1,1,57,7,3,2,-22.281202638723602,2.0,446.740620517451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
162.3,2400.0024,40,560.1455,38,0,91,5,6,5,30.4030671618542,3.0,246.603752184709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70.0,4692.9,20,116751.5869,342,1,47,9,4,1,15.6610723297789,2.0,69.8851975603956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
68.9,2541.66,136,3854.1659999999997,15,0,52,6,4,1,39.8787717997268,3.0,603.817115607819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30.97,257.34,24,21.0293,8,1,65,5,5,1,12.2894608962786,1.0,165.13082209538,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
86.8,1068.3264,0,7301016.503,22,0,37,5,4,3,33.5844368236974,2.0,456.203084090879,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158.5,20038.272,12,1539880.571,782,1,19,6,6,6,28.1739304167695,3.0,412.86790937454805,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4.63,1367.172,3,1461620.5159999998,17,0,67,6,4,1,7.6667545963656405,0.0,451.239402941973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6.23,4623.9864,2,44769.9404,333,1,53,9,5,2,6.327616749628709,3.0,61.3381971633477,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26.73,3817.5840000000003,3,396481.9531,83,0,27,4,3,1,16.144649458590802,1.0,354.139288118247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
122.77,23986.307999999997,2,1848207.602,1115,1,57,9,2,2,11.870960609205401,2.0,88.59298316981649,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
127.23,6252.24,10,326820.4102,393,0,18,6,1,1,36.854604609588705,0.0,232.371656738608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45.8,6401.052,0,11526301.73,31,0,82,3,2,8,22.2674886244475,1.0,243.606751771436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17.0,331.5,27,474528.2129,33,1,29,7,5,1,-4.60773018995364,3.0,325.573229522231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
67.73,735.9,8,183047.1699,164,1,55,7,2,2,1.44140463827218,4.0,155.761448476398,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
16.77,3985.836,0,1218030.9409999999,691,0,80,7,3,2,40.451608822008,0.0,395.751617648705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
126.5,2867.688,8,204696.3447,96,0,46,8,4,1,58.5560008045375,1.0,219.773301709166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8.0,7541.448,29,15313555.78,346,1,49,5,5,1,16.779501223401198,6.0,425.817380724178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32.53,813.5688,22,28.6211,12,1,53,3,7,1,15.7623060641844,1.0,422.50385202491503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.67,5834.28,10,1648876.4630000002,267,0,39,5,5,14,9.81774131328755,1.0,301.26317687768903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41.47,234.588,11,458.4746,1,1,27,5,2,1,-3.0317488114092304,2.0,5.0985332780516295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
75.7,27853.98,5,0.7559,1470,0,54,4,5,1,36.068307260852706,0.0,480.48685389880995,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13.47,5692.356,17,1686.7334,168,1,39,5,4,1,8.53175583443699,2.0,140.831906212623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
